codigo;descripcion;unidades;um;precio
30274;DAVIDOFF ESCURIO G. PERFECTO 12 PW;1;Caja;238,80
30275;DAVIDOFF ESCURIO PRIMEROS 6 PW;5;Lata;30,00
30285;CAO PILON ROBUSTO EXTRA 20 PW;1;Caja;134,00
30359;L&B BLUE KS;10;Cajetilla;7,15
3036;NEOS PACIFIC (10);10;Caja;3,20
3038;BROOKFIELD Nº 4 (50 G);5;Bolsa;5,00
30449;MAYA ORIGINAL (30 G) IP;10;Bolsa;5,65
30483;DOMINGO CELESTE 30 G TPD;10;Bolsa;7,00
30541;STERLING DUAL TPD;10;Cajetilla;7,20
30667;SIGNATURE FILTER RED 10 PW;10;Caja;3,10
30693;R&W AUT TOB CLASSIC 30G PAPEL TPD;5;Bolsa;6,20
30695;R&W AUT TOB ORIG GREEN 30 G PAPEL TPD;5;Bolsa;6,30
30696;DOMINGO NEGRO 30 G TPD;10;Bolsa;7,00
30699;ELIXYR + M-TYPE 100'S;10;Cajetilla;5,10
30723;WEST 30 G;10;Bolsa;6,90
30724;DUCADOS RUBIO POUCH 30G;10;Bolsa;6,90
30725;FORTUNA 30 G;10;Bolsa;7,10
30726;GOLDEN VIRGINIA 30 G;10;Bolsa;6,80
30744;CAO PILON CHURCHILL 20 PW;1;Caja;148,00
30765;DAVIDOFF YAMASA P. CHURCHILL (4);1;Estuche;55,20
30766;DAVIDOFF YAMASA P. CHURCHILL (14);1;Caja;193,20
30767;DAVIDOFF YAMASA ROBUSTO (4);1;Estuche;82,40
30768;DAVIDOFF YAMASA ROBUSTO (12);1;Caja;247,20
30769;DAVIDOFF YAMASA TORO (4);1;Estuche;96,40
30770;DAVIDOFF YAMASA TORO (12);1;Estuche;268,80
30771;CAMACHO ECUADOR ROBUSTO TUBOS (20);1;Caja;184,00
30786;LOBO AMERICAN BLEND FILTRO 20;10;Estuche;2,75
30815;FLOR DE FILIPINAS PALMEROS 25 TPD;1;Caja;15,00
30825;CASA DE GARCIA MAGNUM (10) PW;1;Estuche;19,50
30826;NEWS 500 G;1;Bote;110,00
30830;COHIBA SHORT 10 PW F;10;Caja;16,50
30907;WINSTON PICADURA LIAR 30 G TPD;10;Bolsa;7,10
30910;CAMEL PICADURA LIAR 30 GR TPD;10;Bolsa;7,10
30911;VEGAFINA CLASSIC PERLA ECOBAG 10;5;Estuche;26,00
30916;CUSANO MADURO TORO 16 PW;1;Caja;63,20
30919;CUSANO NICARAGUA CORONA 16 PW;1;Caja;57,60
30952;ROTHMANS OF LONDON CIGARRITOS 18;10;Caja;3,50
30954;DAVIDOFF ARGENTINA PIPE TOB 50 G;5;Bolsa;10,50
30955;DAVIDOFF BRAZIL PIPE TOB 50 G;5;Bolsa;10,50
30956;DAVIDOFF MALAWI PIPE TOB 50 G;5;Bolsa;10,50
30959;H. UPMANN MAGNUM 54 (10)  PW;1;Caja;205,00
30960;H. UPMANN MAGNUM 54 (25)  PW;1;Caja;512,50
3097;JOSE L. PIEDRA CAZADORES   (5);5;Estuche;11,00
3099;JOSE L. PIEDRA CONSERVAS   (5);5;Estuche;11,00
31000;KING BLUE 100'S;10;Cajetilla;4,70
31001;KING BLUE;10;Cajetilla;4,60
31002;KING RED 100'S;10;Cajetilla;4,70
31003;KING RED;10;Cajetilla;4,60
31008;WINSTON PICADURA LIAR/ENTUB 30G;5;Lata;6,90
3109;VEGAFINA CLASSIC PIRAMIDES (25);1;Caja;200,00
31103;CAMACHO AM BARREL GORDO 20 PW;1;Caja;242,00
31104;CAMACHO AM BARREL ROBUSTO T 20 PW;1;Caja;212,00
31105;CAMACHO AM BARREL TORO 20 PW;1;Caja;226,00
31109;AVO SYNCRO NICARAGUA TORO 4 PW;1;Estuche;33,20
31110;AVO SYNCRO NICARAGUA ROBUSTO 4 PW;1;Estuche;27,60
31111;AVO SYNCRO NICARAGUA ROBUSTO 20 PW;1;Caja;152,00
31112;AVO SYNCRO NICARAGUA TORO 20 PW;1;Caja;166,00
31113;AVO SYNCRO NICAR. SHOR ROBUSTO 20 PW;1;Caja;150,00
31271;VEGAFINA CLASSIC ROBUSTO TUBO (20);1;Caja;126,00
31272;DAVIDOFF GRAND CRU ROBUSTO 25 PW;1;Caja;472,50
31273;DAVIDOFF GRAND CRU TORO 25 PW;1;Caja;572,50
31274;DAVIDOFF SIGNATURE P. CORONA 25 PW;1;Caja;196,25
31276;DAVIDOFF GRAND CRU TORO (4) PW;1;Estuche;91,60
31277;DAVIDOFF GRAND CRU ROBUSTO 4 PW;1;Estuche;75,60
31278;DAVIDOFF SIGNATURE TORO (4) PW;1;Estuche;79,60
31281;PUNCH PUNCH 48  (10) PW;1;Caja;209,00
31299;AMSTERDAMER ORIGINAL BLEND 20 G TPD;10;Bolsa;2,10
31300;AL FAKHER BIG BLUE(50G);10;Caja;4,70
31302;AL FAKHER BIG BLUE GREEN (50G);10;Caja;4,70
31304;AMSTERDAMER BRIGHT BLEND 20 G TPD;10;Bolsa;2,10
31418;CAO PILON TORO 20 PW;1;Caja;146,00
31421;AL CAPONE SUN FILTER (18);10;Caja;4,70
31432;EASTWOOD VIRGINIA BLEND 20 G TPD;10;Bolsa;1,80
31443;MAKLA BOUHLEL BENTCHIKOU 30 G TPD;10;Bolsa;1,40
31445;MAKLA EL KANTARA 20 G TPD;10;Lata;1,60
31456;WEST RED COMPACT;10;Cajetilla;5,40
31457;WEST BLUE COMPACT;10;Cajetilla;5,40
31477;CLUBMASTER SUP. FILT RED 10 TPD;10;Estuche;2,50
31482;MOON HABANA TABAC DE PIPA 70 G TPD;3;Lata;5,90
31484;H. UPMANN MAGNUM 54  T (3)  PW;1;Estuche;63,60
31486;F.T.PARTAGAS SERIE E N.2  T (3) PW;1;Estuche;82,50
31511;VEGAFINA EXTRAMINI XS 20;5;Lata;4,70
31518;DAVIDOFF ANIV ENTREACTO702 SER (20);1;Caja;150,00
31523;DAVIDOFF SIGNATURE Nº2 702 SERIES (5);1;Estuche;85,00
31561;PETERSON IRISH DEW 40 G TPD;5;Bolsa;4,90
31562;PETERSON 1865 MIXTURE 100 G TPD;1;Lata;20,00
31564;HANDELSGOLD CLASSIC CIGARRITOS 4 TPD;10;Estuche;0,80
31565;HANDELSGOLD BLOND CIGARRITOS 4 TPD;10;Estuche;0,80
31600;LA AURORA CAM.1903 ROBUS LUX TUB 20;1;Caja;88,00
31601;LA AURORA CAMER.1903 ROBUSTO20;1;Caja;117,00
31602;LA AURORA COROJO 1962 ROBUST20;1;Caja;117,00
31603;LA AURORA CONN.1987 ROBUSTO 20;1;Caja;117,00
31604;LA AURORA CAM.SUM.SH.ROBU.OR20;1;Caja;112,00
31605;LA AURORA CAMER.1903 SUBLIMES TUB 20;1;Caja;112,00
31643;MONTE NEGRO VOLCANO 10;10;Estuche;2,50
31661;WINSTON PICADURA LIAR/ENTUB 67G;3;Lata;15,70
3167;REY MUNDO CHOIX SUPREM.   (25);1;Caja;350,00
31702;AVO SYNCRO FOGATA ROBUSTO 4 TPD;1;Estuche;48,80
31703;AVO SYNCRO FOGATA SH. TORPEDO 4 TPD;1;Estuche;35,20
31704;AVO SYNCRO FOGATA TORO TUB 3 TPD;1;Estuche;30,00
31717;JOCKEY BLUE FILTER CIGAR 8 TPD;10;Estuche;1,30
31718;JOCKEY RED FILTER CIGAR 8 TPD;10;Estuche;1,30
31719;CANDLELIGHT CLUB SUMATRA LATA 50 TPD;3;Estuche;10,00
31729;LA FINCA N.5 (25);1;Caja;72,50
31730;LA FINCA N.7 (25);1;Caja;82,50
31731;LA FINCA N.10 (25);1;Caja;95,00
31755;HAMPTON PIPE NEGRO 100 G;1;Lata;9,00
31760;BULLBRAND NEGRO 100;10;Cajetilla;4,80
31761;DENIM RED 100 (20);10;Cajetilla;4,60
31796;VASCONHA 30G;10;Bolsa;6,05
31800;BREAK SILVER 17 TPD;10;Estuche;2,90
31805;VERELLEN PONCHO MINI 20 TPD;5;Estuche;4,00
31810;MACANUDO INSPIRADO MAREVA H 20 TPD;1;Estuche;90,00
31811;REPOSADO COLORADO ROBUSTO 10 TPD;1;Estuche;16,50
31812;REPOSADO COLORADO TORO 10 TPD;1;Estuche;18,50
31813;REPOSADO CONNECT. ROBUSTO 10 TPD;1;Estuche;16,50
31814;REPOSADO CONNECT. TORO 10 TPD;1;Estuche;18,50
31815;D.TOMAS NICARAGUA ROBUSTO 25 TPD;1;Caja;110,00
31816;D.TOMAS CLASICO ROBUSTO  HF 20 TPD;1;Estuche;70,00
31868;COLTS BLUE 70 G TPD;1;Bote;6,20
31886;BRANIFF LINEA D'ORO GOLD 20 TPD;10;Estuche;3,30
31887;BRANIFF WHITE FILTER 100 (17) TPD;10;Estuche;2,90
31903;ROLL´S EXCLUSIVE GOLD 20 TPD;10;Estuche;3,30
3193;AGIO MEHARI'S BRASIL      (50);4;Caja;15,60
3207;MONTECRISTO MINI (50);1;Caja;30,50
32259;L&M FIRST CUT 100´S;10;Cajetilla;5,25
3263;DUCADOS BLANCO DURO;10;Cajetilla;6,20
3287;DAVIDOFF ANIVER SPECIAL R TUB (3)NL;1;Estuche;70,50
3288;DAVIDOFF SIGNATURE 2000 TUB 20 NL;1;Caja;308,00
3289;DAVIDOFF SIGNATURE 2000 TUB 4 NL;1;Estuche;61,60
33340;BACKWOODS FOREST 50 G TPD;1;Lata;4,20
33341;BACKWOODS MOUNTAIN 50 G TPD;1;Lata;4,20
33357;NEWMINSTER RED 100MM 10*17 TPD;10;Estuche;2,80
33358;NEWMINSTER WHITE 100MM 10*17 TPD;10;Estuche;2,80
33377;CORSET WHITE SUPERSLIMS;10;Cajetilla;4,80
33450;NEWS&CO ROUGE;10;Cajetilla;4,85
33451;NEWS&CO BLEU;10;Cajetilla;5,40
33477;BARSDORF`S BESTER RED EASY BURN 40g TPD;3;Bote;3,50
33479;ERASMUS AMSTERDAM (50 G) TPD;6;Bote;3,75
33480;ERASMUS ATHENAS  (50 G) TPD;6;Bote;3,75
33481;ERASMUS BERLIN  (50 G) TPD;6;Bote;3,75
33482;ERASMUS BRUSELAS  (50 G) TPD;6;Bote;3,75
33483;ERASMUS HELSINKI (50 G) TPD;6;Bote;3,75
33484;ERASMUS LONDON  (50 G) TPD;6;Bote;3,75
33485;ERASMUS PARIS  (50 G) TPD;6;Bote;3,75
33486;ERASMUS ROMA  (50 G) TPD;6;Bote;3,75
33522;ROM Y JUL PETIT ROYALES (25) TPD;1;Caja;237,50
33539;CAO AMAZON ANACONDA 20 TPD;1;Caja;140,00
33540;CAO FUMA EM CORDA 20 TPD;1;Caja;160,00
33564;DAVIDOFF W.CH. LATE H. CHURC 4 TPD;1;Estuche;110,00
33565;DAVIDOFF W.CH. LATE H. CHURC 20 TPD;1;Caja;550,00
33566;DAVIDOFF W.CH. LATE H. ROBUS 4 TPD;1;Estuche;101,60
33567;DAVIDOFF W.CH. LATE H. ROBUS 20 TPD;1;Caja;508,00
33570;JUAN LOPEZ SELECCION N.1 (25) TPD;1;Caja;415,00
33572;JUAN LOPEZ SELECCION N.2 (25) TPD;1;Caja;415,00
33581;DAVIDOFF ROYAL RELEASE ROBUSTO 10 TPD;1;Caja;1200,00
33582;DAVIDOFF ROYAL RELEASE SALOMONES 10 TPD;1;Caja;1500,00
33585;CAMACHO POWERBAND TORO 20 TPD;1;Caja;218,00
3362;TORRES QUART CALIQUEÑO Nº2 (20);4;Caja;20,00
3363;TORRES QUART CALIQUEÑO Nº2 (10);10;Caja;10,00
33637;CLUBMASTER SUP. FILT WHITE 10 TPD;10;Estuche;2,50
33638;CLUBMASTER MINI FILTER WHITE 20 TPD;10;Estuche;4,70
3364;EL CAVALLER CALIQUEÑO Nº 2 (20);4;Caja;20,00
3365;EL CAVALLER CALIQUEÑO Nº2 (10);10;Caja;10,00
33655;LA AURORA R.E.2008 BELICOSO 10 TPD;1;Caja;160,00
3366;CANALEÑOS EXTRA       (25) BY;1;Caja;45,00
3367;CANALEÑOS PATA  CANALEÑO 25 BY;1;Caja;45,00
3368;CANALEÑOS CALIQUEÑOS      (40);1;Caja;44,00
3369;CANALEÑOS CORNETAS   (40);1;Caja;44,00
3445;BORKUM RIFF SUNGOLD (50 G);5;Bolsa;8,20
3446;SIGNATURE RED 20;5;Estuche;6,00
3474;PUNCH MINI (20);5;Caja;7,00
3480;CANALEÑOS CALIQUEÑOS      (10);10;Caja;11,00
3481;CANALEÑOS CORNETAS   (10);10;Caja;11,00
34878;FOR.GUIP.IMP.IAE.MOD.840 0,45 2014;1;Unidad;0,45
34881;FOR.GUIP IMP.DECL.MODEL.310  2015;1;Unidad;0,15
34889;FOR.GUIP.IMP.RES.349  2013 0,45;1;Unidad;0,45
3500028;DAVIDOFF WINSTON CH ROBUSTO 4 TPD;1;Estuche;90,40
3500029;DAVIDOFF WINSTON CH TORO 4 TPD;1;Estuche;104,00
3500045;CLUBMASTER SUPER DISPL 100 TPD;1;Unidad;25,00
3500049;AVO SYNCRO FOGATA PURITOS 10;10;Lata;19,50
3500055;LA AURORA 107 SALOMON 16 TPD;1;Caja;104,00
3500056;LA AURORA 1903 ED BR. ROBUSTO 18 TPD;1;Caja;161,10
3500058;LA AURORA 1903 ED ECUADOR.ROBUSTO 18 TPD;1;Caja;152,10
3500059;LA AURORA ADN DOMINICANO G.TORO 20 TPD;1;Caja;184,00
3500060;LA AURORA ADN DOMINICANO ROBUSTO 20 TPD;1;Caja;152,00
3500071;HAMPTON PURE PIPE 12 G TPD;10;Bolsa;1,10
3500072;HAMPTON PIPE GREEN 12 G TPD;10;Bolsa;1,15
3500074;QUAI D'ORSAY N.50 (10) TPD;1;Caja;148,00
3500075;QUAI D'ORSAY N.54 (10) TPD;1;Caja;210,00
3500079;MONTE NEGRO PIRATAS 5 TPD;10;Estuche;1,40
3500080;MONTE NEGRO PIRATAS 10 TPD;10;Estuche;2,90
3500412;CANDLELIGHT CORONA HABA FIL CIG  5 TPD;5;Estuche;3,00
3500413;CANDLELIGHT CORONA SUMATRA FILLER 5 TPD;5;Estuche;3,00
3500428;TOSCANO GARIBALDI 5 TPD;10;Estuche;6,90
3500444;D.TOMAS BUNDLE GIGANTE 10 TPD;1;Estuche;25,00
3500445;MACANUDO INSPIRADO WHITE CHURCHIL 20 TPD;1;Estuche;126,00
3500446;MACANUDO INSPIRADO WHITE ROBUST0 20 TPD;1;Estuche;118,00
3500448;DIESEL D5 (20) TPD;1;Estuche;98,00
3500449;DIESEL D4 (20) TPD;1;Estuche;90,00
3500450;MACANUDO INSPIRADO WHITE TORO 20 TPD;1;Estuche;128,00
3500602;DUCADOS RUBIO 67G;6;Bote;15,70
3500610;DENIM RED FILTER CIGAR 17 TPD;10;Estuche;2,40
3500633;DENIM RED FILTER CIGAR (8) TPD;10;Estuche;1,30
3500667;BAKERSTREET 190 ( 90 G) TPD;2;Lata;6,30
3500746;DAVIDOFF ENGLISH MIXTURE 50 G TPD;5;Lata;17,20
3500747;DAVIDOFF DANISH MIXTURE 50 G TPD;5;Lata;17,20
3500748;DAVIDOFF FLAKE MEDAILLONS 50 G TPD;5;Lata;20,90
3500754;BACKGAMMON CORONAS ESPECIALES 10 TPD;1;Caja;25,00
3500761;AMSTERDAMER ORIGINAL BLEND 40 G TPD;1;Lata;4,00
3500804;HORIZON 30 G;10;Bolsa;6,80
3500813;FLOR DE FILIPINAS ROBUSTO 25 TPD;1;Caja;17,50
3500814;FLOR DE FILIPINAS CORONAS XXL 25 TPD;1;Caja;18,75
3500816;SIGNATURE FINOS FILTER BEIG (10) TPD;10;Caja;2,50
3500817;VEGAFINA F2 ROBUSTO TUBO 3 TPD;1;Estuche;18,90
3500818;VEGAFINA NICARAGUA ROBUSTO T 3 TPD;1;Estuche;18,90
3500819;VEGAFINA ROBUSTO TUBO 3 TPD;1;Estuche;18,90
3500860;REDFIELD RED 20 G TPD;10;Bolsa;1,80
3500912;DOMINGO CELESTE 88 G LEP S2;5;Lata;20,60
3500972;PLAYER'S 100S (20);10;Cajetilla;6,90
3500973;PLAYER'S KS (20);10;Cajetilla;7,00
3501010;SIOUX ORIGINAL RED 40 G LATA TPD;3;Lata;3,50
3501021;CANDLELIGHT CORONA/CLUB MIX DISP 90 TPD;1;Unidad;33,00
3501022;WINSTON PICADURA LIAR/ENTUB 46G;4;Lata;11,00
3501026;PANTER MINI FILTER BLEU 20 TPD;10;Lata;5,60
3501028;LUCKY STRIKE CRISP CIGARRITOS (20);10;Caja;4,50
3501050;MCCHRYSTAL'S SN.OLD. ENG.4GTPD;12;Lata;1,00
3501051;AL FAKHER MAGIC LOVE(50G);10;Caja;4,70
3501067;GUAJIRO MINI TROMPETAS 5 TPD;10;Estuche;1,90
3501114;VEGAFINA NICARAGUA VULCANO (10);1;Caja;56,00
3501119;PALL MALL INTERNATIONAL RED;10;Cajetilla;6,45
3501131;MONTECRISTO MEDIA CORONA 5 TPD;1;Caja;41,00
3501136;MANITOU FINE GREEN 20;10;Cajetilla;5,20
3501142;DAVIDOFF 50TH DIADEMAS FIN AMER 10 TPD;1;Caja;280,00
3501143;DAVIDOFF 50TH DIADEMAS FIN ASIA 10 TPD;1;Caja;280,00
3501144;DAVIDOFF 50TH DIADEMAS FIN EURO 10 TPD;1;Caja;280,00
3501145;DAVIDOFF 50TH DIADEMAS FIN ORIE 10 TPD;1;Caja;280,00
3501231;ADALYA BLUE I'SS 50 G TPD;10;Caja;3,85
3501232;ADALYA HAWAII 50 G TPD;10;Caja;3,85
3501233;ADALYA I´SS BONI 50 G TPD;10;Caja;3,85
3501234;ADALYA I'SS LIE ON THE ROCKS 50 G TPD;10;Caja;3,85
3501235;ADALYA KIZZ 50 G TPD;10;Caja;3,85
3501237;ADALYA L. KILL 50 G TPD;10;Caja;3,85
3501238;ADALYA LOVE66 50 G TPD;10;Caja;3,85
3501239;ADALYA MANKO TANKO I'SS 50 G TPD;10;Caja;3,85
3501240;ADALYA MANKO TANKO 50 G TPD;10;Caja;3,85
3501241;ADALYA PAIR KIZZ 50 G TPD;10;Caja;3,85
3501242;ADALYA SWEESS BOOM 50 G TPD;10;Caja;3,85
3501243;ADALYA TWO APP 50 G TPD;10;Caja;3,85
3501244;ADALYA TYNKY WYNKY 50 G TPD;10;Caja;3,85
3501245;ADALYA DRAGAN CODE 50 G TPD;10;Caja;3,85
3501246;ADALYA GREEN LEON KIZZ 50 G TPD;10;Caja;3,85
3501248;BONESHAKER MAUL 54 (20) TPD;1;Caja;144,00
3501249;BONESHAKER MACE 60 (20) TPD;1;Caja;124,00
3501314;AL FAKHER BIG CORAL (50G);10;Caja;4,70
3501315;AL FAKHER TWIWI (50G);10;Caja;4,70
3501325;ROYALE CASINO XTRA LARGE 10 ASES TP;10;Estuche;3,00
3501329;VASCONHA 95 G;3;Lata;19,10
3501485;ERASMUS MILLENNIAL  (50 G) TPD;6;Bote;3,75
3501486;ERASMUS KLOUT  (50 G) TPD;6;Bote;3,75
3501488;ERASMUS INFLUENCER  (50 G) TPD;6;Bote;3,75
3501489;ERASMUS INBOUND  (50 G) TPD;6;Bote;3,75
3501490;ERASMUS HASHTAG  (50 G) TPD;6;Bote;3,75
3501491;ERASMUS ENGAGEMENT  (50 G) TPD;6;Bote;3,75
3501492;ERASMUS TIMELINE  (50 G) TPD;6;Bote;3,75
3501493;ERASMUS PHOTOBOMB  (50 G) TPD;6;Bote;3,75
3501498;MACANUDO VINTAGE MADURO 1997 EL 12 TPD;1;Caja;120,00
3501556;EXCITE RED 100;10;Cajetilla;4,70
3501593;BRANIFF GOLD FILTER 100 (17) TPD;10;Estuche;2,90
3501634;D.TOMAS NICARAGUA COLLECTION 48 TPD;1;Caja;150,00
3501644;LA AURORA HORDS D´AGED TORO (15);1;Caja;210,00
3501647;BULLBRAND NEGRO FILTER CIGAR 8;10;Estuche;1,30
3501648;BULLBRAND A.B. FILTER CIGAR (8);10;Estuche;1,30
3501659;#NO NAME AMERICAN BLEND WHITE 30G TPD;5;Bolsa;5,80
3501662;TRINIDAD SHORT 10 TPD;10;Caja;15,50
3501664;MISSISIPI ORIGINAL 35 G;3;Lata;2,60
3501665;MISSISIPI VIRGINIA 35 G;3;Lata;3,00
3501666;MISSISIPI VIRGINIA 70 G;4;Lata;5,00
3501686;DAVIDOFF YAMASA ROBUSTO TUB (4) TPD;1;Estuche;86,40
3501712;F.T PARTAGAS MADURO N.1 (25) TPD;1;Caja;575,00
3501715;F.T PARTAGAS MADURO N.2 (25) TPD;1;Caja;580,00
3501718;F.T PARTAGAS MADURO N.3 (25) TPD;1;Caja;612,50
3501738;TILBURY N.1 (90 G);1;Lata;8,60
3501739;TILBURY N.1 (25 G);10;Bolsa;2,50
3501767;MOON HABANA NEW MIXTURE 70 G TPD;3;Lata;5,90
3501865;EASTWOOD ORIGINAL BLEND 40 G TPD;1;Lata;3,60
3501925;DAVIDOFF ROBUSTO TUB SEL BLACK 3 TPD;1;Estuche;56,30
3501934;DEL MAR NORTH BLUE 40 G;5;Lata;3,00
3501935;DEL MAR SOUTH RED 40 G;5;Lata;3,00
3501973;MACANUDO INSPIRADO RED GIGANTE 20 TPD;1;Caja;140,00
3501974;MACANUDO INSPIRA RED ROBUST 20 BOX P TPD;1;Caja;124,00
3501975;D.TOMAS BUNDLES NICA ROTHSCHILD 10 TPD;1;Estuche;22,00
3501976;D.TOMAS BUNDLES NICA ROBUSTO 10 TPD;1;Estuche;22,50
3501978;D.TOMAS BUNDLES NICA TORO 10 TPD;1;Estuche;23,00
3501980;ADALYA LOVE66 200 G TPD;1;Lata;14,00
3501981;ADALYA L. KILL 200 G TPD;1;Lata;14,00
3501982;ADALYA TYNKY WYNKY 200 G TPD;1;Lata;14,00
3501983;ADALYA HAWAII 200 G TPD;1;Lata;14,00
3501984;ADALYA MANKO TANKO I´SS 200 G TPD;1;Lata;14,00
3501995;CHAZZ CIGARROS 10 TPD;5;Estuche;6,00
3501997;CHAZZ CIGARILLOS 20 TPD;5;Estuche;7,00
3502056;LA AURORA 115 ANIV BELICOSO (15) E.L TPD;1;Caja;225,00
3502059;LA AURORA 115 ANIV G. TORO 30 EL TPD;1;Caja;396,00
3502063;LA AURORA 115 ANIV ROBUSTO 20 TPD;1;Caja;260,00
3502067;LA AURORA 115 ANIV TORO 20 TPD;1;Caja;276,00
3502088;CLAN HOLLANDIA 40 G TPD;5;Bolsa;5,60
3502089;CHAZZ DISPLAY 130;1;Unidad;58,00
35021;FOR.VIZC.IMP.IVA MODELO 303 0,20;1;Unidad;0,20
3502111;AL CAPONE ORIGINAL FILTER (4);10;Estuche;1,20
3502112;AL CAPONE SUN FILTER (4);10;Estuche;1,20
3502113;DANNEMANN MOODS SILVER 4 TPD;10;Estuche;1,40
3502114;DANNEMANN MOODS BAHIA 4 TPD;10;Estuche;1,40
3502132;FORTUNA ORIGINAL 22;10;Cajetilla;6,10
3502134;DAVIDOFF ESCURIO G. TORPEDO (3) TPD;1;Estuche;33,00
3502135;DAVIDOFF NICARAGUA G. TORPEDO (3) TPD;1;Estuche;33,00
3502136;DAVIDOFF YAMASA G. TORPEDO (3) TPD;1;Estuche;42,90
3502207;DENIM CRUSH BLUE FILT CIGAR 17 TPD;10;Estuche;2,70
3502208;DENIM CRUSH PURPLE FILT CIGAR 17 TPD;10;Estuche;2,70
3502209;PIPERS CLUB RED CIGARS 10 TPD;10;Estuche;1,70
3502210;PIPERS CLUB GOLD CIGARS 10 TPD;10;Estuche;1,70
3502211;PIPERS CLUB CLASSIC CIGARS 10 TPD;10;Estuche;1,70
3502267;DUCADOS RUBIO BOTE 30G;5;Lata;6,90
3502304;WINSTON PICAD LIAR/ENTUB 135GR;1;Bolsa;33,40
3502324;REIG XS 4 TPD;10;Estuche;1,20
3502325;DUCADOS RUBIO EXTRA 100'S (20);10;Cajetilla;5,10
3502339;LA ESTRELLA POLAR GIGANTE 20 TPD;1;Caja;71,00
3502340;LA ESTRELLA POLAR ROBUSTO 20 TPD;1;Caja;61,00
3502359;ERASMUS HOOTSUITE (180 G) TPD;1;Bote;13,50
3502360;ERASMUS LONDON  (180 G) TPD;1;Bote;13,50
3502361;ERASMUS ROMA (180 G) TPD;1;Bote;13,50
3502362;ERASMUS HOOTSUITE (750 G) TPD;1;Bote;55,00
3502363;ERASMUS LONDON (750 G) TPD;1;Bote;55,00
3502364;ERASMUS ROMA (750 G) TPD;1;Bote;55,00
3502376;ADALYA I'SS 50 G TPD;10;Caja;3,85
3502378;ADALYA LEON PI 50 G TPD;10;Caja;3,85
3502379;ADALYA GIPSY KINGS 50 G TPD;10;Caja;3,85
3502380;ADALYA CHWNG WOOD KIZZ 50 G TPD;10;Caja;3,85
3502381;ADALYA BERLIN NIGHTS 50 G TPD;10;Caja;3,85
3502382;ADALYA WATERLON KIZZ 50 G TPD;10;Caja;3,85
3502383;ADALYA BLUE YELLOW 50 G TPD;10;Caja;3,85
3502384;ADALYA SKYFALL 50 G TPD;10;Caja;3,85
3502385;ADALYA ESKIMO LEON 50 G TPD;10;Caja;3,85
3502387;ADALYA L. KILL 1000 G TPD;1;Lata;65,00
3502435;HAMPTON MAX 90 G TPD;1;Lata;7,50
3502436;HAMPTON MAX 35 G TPD;1;Lata;3,75
3502437;HAMPTON MAX 25 G TPD;10;Bolsa;2,30
3502460;H.MONTERREY HOYO RIO SECO T 3 TPD;1;Estuche;79,50
3502466;VEGUEROS CENTROFINOS  (4)  TPD;1;Caja;33,60
3502475;DAVIDOFF NICARAGUA ROBUSTO (4) TPD;1;Estuche;75,20
3502515;CANDLELIGHT B. CORONA HAVANA 25 TPD;1;Caja;30,00
3502518;Marlboro Crafted Selection 30G;6;Lata;6,80
3502519;CHESTERFIELD VOLUME TOBACC 30G;6;Lata;6,80
3502591;MAKLA PLATINIUM (20G) TPD;10;Lata;1,20
3502600;FLOR DE FILIPINAS SH. ROBUSTO 25 TPD;1;Caja;15,00
3502603;COLTS RED (100 G) TPD;1;Bote;8,30
3502604;COLTS RED (20 G) TPD;5;Bolsa;2,10
3502668;TOSCANELLO VELLUTO 3 TPD;10;Estuche;2,00
3502674;MARLBORO RED ROLLING & TUB 70G;4;Lata;16,40
3502741;CLUBMASTER CIGARILLO RED FIL 20 TPD;10;Estuche;5,20
3502742;AL FAKHER FROST DOUBLE CRUNCH (50G);10;Caja;4,70
3502743;AL FAKHER SNOWY FUCHSIA GREEN (50G);10;Caja;4,70
3502745;AL FAKHER SNOWY FUCHSIA GREEN (250G);1;Caja;19,95
3502782;MARLBORO GOLD ROL&TUB 70G TSAR;4;Lata;16,40
3502783;CHESTERFIELD CIG. TOBACCO 67 G;4;Lata;15,20
3502865;CAPITOL JACK (10) TPD;1;Caja;90,00
3502866;CAPITOL CASINO (10) TPD;1;Caja;110,00
3502867;CAPITOL GALA (10) TPD;1;Caja;130,00
3502933;EASTWOOD VIRGINIA TOBACCO 20 G TPD;10;Bolsa;1,80
3502934;EASTWOOD ORIGINAL BLEND 100 G TPD;1;Lata;7,90
3502945;AL FAKHER BIG YELLOW GREEN (50G);10;Caja;4,70
3502957;AL FAKHER BIG YELLOW GREEN (250G);1;Caja;19,95
3502969;HORIZON BLUE 30G;10;Bolsa;6,80
3502970;HORIZON VIRGINIA 30G;10;Bolsa;6,20
3503169;SIGNATURE FINOS FILTER INDOCHINA 10 TPD;10;Estuche;2,00
3503177;NEWS 80G;1;Bolsa;18,15
3503182;CLUBMASTER CIGARILLO RED 200 DISPLAY;1;Unidad;52,00
3503198;BACKWOODS MOUNTAIN 20 G;5;Bolsa;2,00
3503200;CANDLELIGHT FILTER 10 MIXED 200 DISPLAY;1;Unidad;32,00
3503201;AMIGOS POCKET FILTER AB 20 TPD;10;Estuche;3,00
3503202;AMIGOS POCKET FILTER WHITE 20 TPD;10;Estuche;2,80
3503207;PANTER MINI FILTER SWIRL 20;10;Lata;5,60
