codigo;descripcion;precio;unidades;um
3504837;QUAI D'ORSAY N.50 (25) TPD;370.00;1;Caja
3504839;H.MONTERREY H. RIO SECO (25) TPD;645.00;1;Caja
3504853;MACANUDO GRAN RESERVA EL 2020 (8) TPD;120.00;1;Caja
3504859;SIGNATURE FINOS FILTER HINDUSTAN 10 TPD;2.00;10;Estuche
3505079;CAO SESSION GARAGE 20 WB ES TPD;144.00;1;Caja
3505080;CAO SESSION SHOP 20 WB ES TPD;164.00;1;Caja
3505096;CAMEL PICADURA LIAR/ENTUBAR 65G;15.70;3;Lata
3505098;F.T.PARTAGAS ARISTOCRATS (25) TPD;182.50;1;Estuche
3505100;HOOKAIN WHITE (200 G);16.95;1;Bote
3505101;HOOKAIN BIG BLACK BARRIES 200 G TPD;16.95;1;Bote
3505102;HOOKAIN C C C (200 G);16.95;1;Bote
3505104;HOOKAIN LEMENCIAGA 200 G TPD;16.95;1;Bote
3505154;HOOKAIN BUBBLENCIAGA 50G TPD;4.80;6;Bote
3505155;HOOKAIN CACTOPUS 50G TPD;4.80;6;Bote
3505156;HOOKAIN GREEN LEAN 50G TPD;4.80;6;Bote
3505157;HOOKAIN KAFFA YAYO 50G TPD;4.80;6;Bote
3505162;CALYPSO DANN. MINI MOODS FIL (20);6.50;10;Caja
3505195;ALLURE LILAC (40);9.60;6;Cajetilla
3505196;ALLURE WHITE (40);9.60;6;Cajetilla
3505197;MACANUDO INSPIRADO GREEN ROBUSTO 25 TPD;155.00;1;Caja
3505198;MACANUDO INSPIRADO GREEN TORO 25 WB TPD;165.00;1;Caja
3505199;MONTE NEGRO ENORME 5 TPD;11.00;1;Estuche
3505200;MONTE NEGRO MAGNUM 10 TPD;19.00;1;Estuche
3505201;HAMPTON PIPE'S TOBACCO 150 G TPD;11.50;1;Bote
3505294;LA AURORA 107 NICARAGUA ROBUSTO (20);137.00;1;Caja
3505295;LA AURORA 107 NICARAGUA TORO (20);153.00;1;Caja
3505297;ADALYA VAN 50G   A TPD;3.85;10;Caja
3505298;ADALYA I´SS KAKTU 50 G TPD;3.85;10;Caja
3505368;ERASMUS HOOTSUITE  (50 G) TPD;3.75;10;Caja
3505369;ERASMUS CHUNKY MONKEY (50 G) TPD;3.75;10;Caja
3505371;ADALYA M.M 50G TPD;3.30;10;Caja
3505372;ADALYA TWO YELLOW I´SS 50G TPD;3.85;10;Caja
3505374;NEO CLASSIC TOBACCO;4.00;10;Cajetilla
3505377;LA AURORA 1985 MADURO GRAN TORO (20);134.00;1;Caja
3505378;LA AURORA 1985 MADURO ROBUSTO (20);119.00;1;Caja
3505382;AVO SYNCRO NICARAGUA ROBUSTO TUB 20 TPD;158.00;1;Caja
3505383;AVO SYNCRO RITMO TORO TUBO 20 TPD;178.00;1;Caja
3505384;AVO SYNCRO RITMO ROBUSTO TUB 20 TPD;166.00;1;Caja
3505385;CAMACHO DIPLO SP SEL ROBUSTO BLACK 18;324.00;1;Caja
3505610;LUCKY STRIKE SILVER BAY;5.75;10;Cajetilla
3505640;AUSTIN SILVER SUPERSLIMS;4.70;10;Cajetilla
3505687;MACANUDO INSPIRADO BLACK ROBUSTO 20 TPD;132.00;1;Estuche
3505688;MACANUDO INSPIRADO BLACK TORO 20 TPD;142.00;1;Estuche
3505701;HAMPTON  PIPES´S GREEN 30G TPD;3.30;10;Bolsa
3505707;TOSCANELLO CASTANO 5 TPD;4.90;10;Estuche
3505708;TOSCANELLO GIALLO 5 TPD;4.90;10;Estuche
3505737;CAMEL PICADURA LIAR/ENTUBAR 43G;10.20;4;Lata
3505738;CAMEL BLUE PICADURA LIAR O ENTUBAR 43G;10.20;4;Lata
3505749;JPS LIAR/ENTUBAR 137 G;32.00;1;Bolsa
3505786;ADALYA MOON DREAM 200 GR;14.00;1;Lata
3505787;ADALYA CHWNG WOOD KIZZ 200G;14.00;1;Lata
3505788;ADALYA WATERLOO KIZZ 200G;14.00;1;Lata
3505789;ADALYA GIPSY KINGS 200G;14.00;1;Lata
3505790;ADALYA BLUE YELLOW 200 G;14.00;1;Lata
3505791;ADALYA BLUE I'SS 200 GR;14.00;1;Lata
3505840;BLUE HORSE MI AMOR 50 G TPD;3.85;10;Caja
3505924;MISSISIPI ORIGINAL 20 G;1.70;10;Bolsa
3506030;MISSISIPI  BROWN 100 G;6.40;2;Bote
3506060;MONTECRISTO SHORT 10;13.00;10;Caja
3506098;W.O.LARSEN EDITION 2021 100G TPD;20.00;3;Lata
3506123;HOOKAIN FELLATIO 50G TPD;4.80;6;Bote
3506124;HOOKAIN JIZZY PIA 50G TPD;4.80;6;Bote
3506126;HOOKAIN KIVY KING 50GR TPD;4.80;6;Bote
3506128;HOOKAIN LAOZ 50G TPD;4.80;6;Bote
3506129;HOOKAIN PINK LEMENCIAGA 50G TPD;4.80;6;Bote
3506133;BURTON RED XL CIGAR 10 TPD;1.70;10;Estuche
3506135;D.TOMAS COROJO 554 (20);91.00;1;Caja
3506136;D.TOMAS COROJO 660 (20);104.00;1;Caja
3506137;CAMEL PICADURA LIAR/ENTUB 30 G;7.10;5;Lata
3506160;AL FAKHER IVORY GOLD 100 GR TPD PL;9.95;3;Caja
3506161;AL FAKHER POLAR FREEZE 100 GR TPD PL;9.95;3;Caja
3506164;HORIZON VIRGINIA WHITE 30G;6.20;10;Bolsa
3506167;HOOKAIN CHERI ZKITTLEZ 50 G TPD;4.80;6;Bote
3506185;QUAI D'ORSAY N.54 (25) TPD;525.00;1;Caja
3506226;NEO TERRACOTTA TOBACCO (20);4.00;10;Cajetilla
3506267;CAMACHO LIBERTY 2020 (20);318.00;1;Caja
3506281;HOOKAIN BUBBLENCIAGA 200 G TPD;16.95;1;Bote
3506282;HOOKAIN GREEN LEAN 200 G TPD;16.95;1;Bote
3506348;LA AURORA 1495 SUMO TORO GB (20);168.00;1;Caja
3506350;LA AURORA FAMILY R. F. LEON ED 15;208.50;1;Caja
3506351;LA AURORA HORS D´AGED 2020 (15);210.00;1;Caja
3506352;LA AURORA HORS D'AGE 2020 G.TORO 30 JARR;420.00;1;Caja
3506355;LO MEJOR DE LA AURORA 5;54.00;1;Caja
3506378;BLUE HORSE MI AMOR 200 G TPD;14.00;1;Lata
3506379;BLUE HORSE THE COLDEST GREEN 200G TPD;14.00;1;Lata
3506434;ADALYA TONY'S DESTINY 50 G TPD;3.85;10;Caja
3506435;ADALYA PYCH BLUE KIZZ 50 G TPD;3.85;10;Caja
3506436;ADALYA RHAPSODY 50 G TPD;3.85;10;Caja
3506503;DAVIDOFF SPECIAL 53 LE 2020 (10);220.00;1;Caja
3506505;DAVIDOFF ROBUSTO INTENSO LE 2020 (10);210.00;1;Caja
3506511;JPS LIAR / ENTUBAR (420 G);93.80;1;Bote
3506516;CAMACHO NICARAGUA ROBUSTO 20;164.00;1;Caja
3506517;CAMACHO NICARAGUA G. CHURCHILL 20;210.00;1;Caja
3506569;DAVIDOFF MILLENNIUM ROBUSTO TUBOS (3);72.60;1;Estuche
3506570;DAVIDOFF MILLENNIUM SHORT ROBUSTO (4);73.60;1;Estuche
3506631;FLANDRIA VIRGINIA VENDING 30G TT;6.20;5;Bolsa
3506685;FORTUNA PARA LIAR/ENTUBAR 190 G;44.55;1;Bote
3506692;DAVIDOFF TUBOS SELECTION WHITE (3);59.20;1;Estuche
3506729;DAVIDOFF MASTER SELECTION EDT 2012 (10);310.00;1;Caja
3506731;CAO VISION CHURCHILL 20;350.00;1;Caja
3506733;SILENCIO RED DOT CHURCHILL 25;340.00;1;Caja
3506734;SILENCIO RED DOT ROBUSTO 25;312.50;1;Caja
3506897;DUCADOS RUBIO 190 G;44.55;1;Bote
3506911;TOSCANINO GIALLO 10 TPD;2.95;10;Estuche
3506912;TOSCANINO ROSSO 10 TPD;2.95;10;Estuche
3506913;TOSCANINO 10 TPD;2.95;10;Estuche
3506920;DANNEMANN MOODS SILVER 10;3.50;10;Caja
3506921;DANNEMANN MOODS FILTER BAHIA 20;6.50;10;Caja
3506922;DANNEMANN MOODS FILTER BAHIA 10;3.50;10;Caja
3506957;BLUE HORSE TOKYO DESIRE 50G TPD;3.85;10;Caja
3506958;BLUE HORSE VENEZIA SERENATA 50G TPD;3.85;10;Caja
3506959;ADALYA EXOTIC RUSH 50 G TPD;3.85;10;Caja
3506960;ADALYA RED ALERT I´SS (50g) TPD;3.85;10;Caja
3506961;ADALYA TWIST PI 50 G TPD;3.30;10;Caja
3506962;CAO BONES BLIND HUGUIE 20 TPD;150.00;1;Caja
3506963;CAO BONES CHICKEN FOOT 20 TPD;140.00;1;Caja
3506964;CAO ZOCALO TORO 20 TPD;158.00;1;Caja
3507038;MADDOX2 RED (20);4.50;10;Cajetilla
3507043;H. UPMANN CONNOSSIEUR Nº 2 (25) TPD;502.50;1;Caja
3507112;HOOKAIN ZENTER SCHOX 50 G TPD;4.80;6;Bote
3507113;HOOKAIN MEGA LOCO (50 G);4.80;6;Bote
3507116;LA ESTRELLA SOLAR ROBUSTO 20 TPD;61.00;1;Caja
3507117;LA ESTRELLA SOLAR GIGANTE 20 TPD;71.00;1;Caja
3507144;LUCKY STRIKE XL 28;7.60;8;Cajetilla
3507148;PALMERITOS SEÑORITAS MAZO 25 UDS;10.00;1;Estuche
3507149;PALMERITOS BREVAS MAZO 50 UDS;30.00;1;Estuche
3507150;PALMERITOS BREVAS DISPLAY (150);90.00;1;Unidad
3507151;WTF! NYC SHISHARILLOS (20);5.70;5;Lata
3507152;WTF! RIO SHISHARILLOS (20);5.70;5;Lata
3507153;WTF! SHEEESH SHISHARILLO (20) TPD SUP;5.70;5;Lata
3507312;LUCKY STRIKE ECLIPSE;5.60;10;Cajetilla
3507315;LA FLOR DE CANO ELEGIDOS (10 ) TPD;67.00;1;Caja
3507351;NEWS&CO FRESH (20);5.40;10;Cajetilla
3507352;DUCAL BLUE;4.85;10;Cajetilla
3507398;WEST ROJO (22);5.50;10;Cajetilla
3507435;MARLBORO CRAFTED SELECTION 90G;20.90;3;Lata
3507437;MACANUDO INSPIRADO WHITE ROTHSCHILD 20;110.00;1;Estuche
3507470;JPS LIAR/ENTUBAR (900 G);201.00;1;Lata
3507507;POR LARRAÑAGA GALANES (10) TPD;118.00;1;Caja
3507717;ADALYA PUNKMAN 50G TPD A;3.85;10;Caja
3507718;ADALYA LA BONITA 50 G A;3.85;10;Caja
3507719;ADALYA JUNGLE JUNGLE 50G TPD A;3.85;10;Caja
3507720;ADALYA KROSTY APP 50G TPD A;3.30;10;Caja
3507721;ADALYA CINDY´S  50G TPD A;3.85;10;Caja
3507722;ADALYA DESPERADO 50G TPD A;3.85;10;Caja
3507723;ADALYA DULCINEA 50G TPD A;3.85;10;Caja
3507724;ADALYA ESMERALDA 50G TPD A;3.85;10;Caja
3507737;BLUE HORSE STRANGERS IN THE NIGHT 50GTPD;3.30;10;Caja
3507739;BLUE HORSE RIO KISS 50G TPD A;3.30;10;Caja
3507740;BLUE HORSE PARIS ROMANTIQUE 50G TPD A;3.30;10;Caja
3507750;NATIVO 20G TPD;1.45;10;Bolsa
3507775;MANITOU VIRGINIA PINK 100 GR TT S2;19.00;3;Bote
3507776;MANITOU VIRGINIA GREEN 100 GR TT S2;21.00;3;Bote
3507779;DAVIDOFF WINSTON CH LE 2021 TORO 10;215.00;1;Estuche
3507780;ZINO NICARAGUA ROBUSTO (4);23.60;1;Estuche
3507781;ZINO NICARAGUA ROBUSTO (25);147.50;1;Caja
3507782;ZINO NICA SHORT TORPEDO (4);22.40;1;Estuche
3507783;ZINO NICARAGUA  SHORT TORPEDO (25);140.00;1;Caja
3507784;ZINO NICARAGUA TORO  (4);27.60;1;Estuche
3507785;ZINO NICARAGUA TORO (25);172.50;1;Caja
3507815;KINGSTON RED 100 G TPD;7.90;1;Lata
3507816;CAO HOMMAGE TO PILON TORO BOX 20 TPD;210.00;1;Caja
3507817;SIOUX ORIGINAL RED 100G LATA TPD;7.60;2;Lata
3507818;LA AURORA 107 NICARAGUA TRAINING KIT 5;42.00;1;Caja
3507822;PANTER POCKET RED 20 TPD;4.00;5;Lata
3507823;PANTER POCKET BLUE 20 TPD;4.00;5;Lata
3507828;MOON HABANA LUXURY  60 G TPD;5.70;1;Lata
3507835;NOBEL 22;6.10;10;Cajetilla
3507884;HOOKAIN KAFFA YAYO 200 G TPD;16.95;1;Bote
3507886;HOOKAIN MILLIONAIR 50 G TPD;4.80;6;Bote
3507887;HOOKAIN HIJO DE PRUT 50 G TPD;4.80;6;Bote
3507888;PANTER MINI FILTER GREEN 20;5.30;10;Lata
3507892;ELIXYR OPTIMAL CUT 250G (250 g);44.90;1;Lata
3507951;BIG BEN PIPE 200G;13.90;1;Lata
3507956;KING STORM 100'S;5.00;10;Cajetilla
3508058;MACANUDO INSP. BRAZILIAN SHADE (10);89.00;1;Caja
3508217;AQM BLACK BOX 50G TPD A;3.85;10;Caja
3508218;AQM GOLDEN ANNA 50G TPD A;3.85;10;Caja
3508219;AQM VIOLET DREAM 50G TPD A;3.30;10;Caja
3508220;AQM PURPLE TEENY 50G TPD A;3.30;10;Caja
3508221;AQM FANEX 50G TPD A;3.85;10;Caja
3508222;AQM RED FALL 50G TPD A;3.85;10;Caja
3508223;AQM KAMASUTRA 50G TPD A;3.85;10;Caja
3508224;AQM BLACK&WHITE 50G TPD A;3.30;10;Caja
3508229;AQM GREEN LEO 50G TPD A;3.85;10;Caja
3508230;LA FLOR DE CANO ELEGIDOS (3 ) TPD;20.10;1;Caja
3508231;AQM RED BALLS 50G TPD A;3.85;10;Caja
3508232;AQM ZERO 50G TPD A;3.85;10;Caja
3508233;AQM BABBEL 50G TPD A;3.30;10;Caja
3508234;MONTECRISTO WIDE EDMUNDO (10) TPD;263.00;1;Caja
3508235;MONTECRISTO WIDE EDMUNDO (25) TPD;657.50;1;Caja
3508237;PUNCH TRIUNFOS (5) TPD;59.50;1;Caja
3508238;QUAI D'ORSAY N.52 (10) TPD;227.00;1;Caja
3508240;RAFAEL GONZ. CORONAS DE LONSDALES 10 TPD;96.00;1;Caja
3508241;RAMON ALLONES Nº3 (10) TPD;222.00;1;Caja
3508305;HOOKAIN LAOZ 200 G TPD;16.95;1;Bote
3508307;HOOKAIN WHITE (950 G);75.00;1;Bote
3508335;DEL MAR NORTH BLUE  20 G TPD;1.70;10;Bolsa
3508338;DEL MAR SOUTH RED 20 G TPD;1.70;10;Bolsa
3508485;TARIFA SHISHA BIKINI  (50 G) TPD;3.50;10;Caja
3508486;TARIFA SHISHA DEMBOW (50 G) TPD;3.50;10;Caja
3508488;TARIFA SHISHA MALONE (50 G) TPD;3.50;10;Caja
3508489;TARIFA SHISHA PECADO (50 G) TPD;3.50;10;Caja
3508491;TARIFA SHISHA ARCTIC FLOW (50 G) TPD;3.50;10;Caja
3508776;GOLDEN VIRGINIA 5x50 G (50 G);15.50;5;Bolsa
3508834;MARLBORO CRAFTED KSB (20);5.10;10;Cajetilla
3508839;JPS AB BLUE STREAM 100S (20);5.50;10;Cajetilla
3508998;W.O.LARSEN EDITION 2022 100G TPD;20.10;3;Lata
3509033;CAMACHO LIBERTY 2021 LE (20);312.00;1;Caja
3509167;BRANIFF PLATINUM FILTER 100 (17) SUP;2.90;10;Estuche
3509168;BRANIFF LINEA D'ORO PLATINUM (ENV 17);2.60;10;Estuche
3509196;J.CORTES MINI DOMINICAN (20);11.50;5;Lata
3509197;J.CORTES MINI HONDURAS (20);11.50;5;Lata
3509283;DIPLOMATICOS COL PRIV II 10 TPD;215.00;1;Caja
3509355;MANITOU VIRG GREEN&VIRGINIA EX F.GRE DIS;97.00;1;Unidad
3509363;TEREA AMBER;5.00;10;Cajetilla
3509364;TEREA YELLOW;5.00;10;Cajetilla
3509365;TEREA TURQUOISE;5.00;10;Cajetilla
3509366;TEREA SIENNA;5.00;10;Cajetilla
3509368;TEREA RUSSET;5.00;10;Cajetilla
3509370;WEST BLUE 100 (20);5.00;10;Cajetilla
3509439;HOOKAIN X-TREME BLU BAY 50 G TPD;4.80;6;Bote
3509440;HOOKAIN GREEN CRACK 50G TPD;4.80;6;Bote
3509441;HOOKAIN WHITE BROWN 50 G TPD;4.80;6;Bote
3509452;APACHE HB RED (20);4.50;10;Cajetilla
3509473;NEWMINSTER NEGRO 10x20 SUP;2.80;10;Estuche
3509474;NEWMINSTER NEGRO 100´s (17) SUP;2.80;10;Estuche
3509484;EASTWOOD ORIGINAL BLEND 200 G TPD;15.75;1;Lata
3509485;EASTWOOD VIRGINIA BLEND 100 G TPD;7.90;1;Lata
3509653;WTF! SHISHARILLO 400 DIP;114.00;1;Unidad
3509673;BULLBRAND WHITE/GOLD F.C MIXED DISP 200;26.00;1;Unidad
3509675;BURTON ORIGIN RED FILTER 17 DISPLAY 170;23.00;1;Unidad
3509757;NUSO BROWN (20);3.00;10;Cajetilla
3509760;CAO MORTAL COIL TORO LE 20 ES;200.00;1;Caja
3509761;MACANUDO INSPIRADO ORANGE GIGANTE 20;130.00;1;Caja
3509762;MACANUDO INSPIRADO ORANGE ROBUSTO 20;118.00;1;Caja
3509763;SILENCIO BLACK GIGANTE 25 ES;337.50;1;Caja
3509764;SILENCIO BLACK SUPREMO 25 ES;325.00;1;Caja
3509784;MANITOU NATIVO BLEND NO.5 BLUE (20);4.80;10;Cajetilla
3509791;CAMEL FILTER 23s;6.60;10;Cajetilla
3509794;NOBEL 30 GR;7.10;10;Bolsa
3509881;DAVIDOFF YEAR OF THE TIGER(10);330.00;1;Caja
3509886;JOSE L. PIEDRA PET. CAZ 12 TPD;22.80;1;Caja
3509905;STANLEY ORIGINAL BLEND 20 G;1.50;10;Bolsa
3509906;STANLEY ORIGINAL BLEND 100G;7.50;1;Lata
3509907;STANLEY ORIGINAL BLEND 999G;69.00;1;Lata
3509908;STANLEY ORIGINAL BLEND 380G;69.00;1;Bote
3509934;FAIRGREEN ARTESANO CLASSIC 30G TT;5.50;5;Bolsa
3509935;FAIRGREEN ARTESANO FINE 30G TT;5.50;5;Bolsa
3510064;WHIM 30G;5.50;10;Bolsa
3510085;LUCKY STRIKE XL 23;6.15;10;Cajetilla
3510094;TOSCANO MASTER AGED SERIE 1 (30);135.00;1;Caja
3510095;TOSCANO MASTER AGED SERIE 2 (30);135.00;1;Caja
3510096;TOSCANO MASTER AGED SERIE 3 (30);135.00;1;Caja
3510098;TEREA TEAK;5.00;10;Cajetilla
3510106;DUCADOS DARK BLUE 22;6.80;10;Cajetilla
3510107;WEST 67G EL;15.15;3;Lata
3510108;WEST 83G EL;18.85;1;Bolsa
3510116;HOOKAIN WHITE BROWN 200 G TPD;16.95;1;Bote
3510149;DUCADOS RUBIO EXTRA 22;5.50;10;Cajetilla
3510254;REIG 1 (4);1.30;10;Estuche
3510271;DUCADOS RED EXTRA (20);5.10;10;Cajetilla
3510286;KING STORM;5.00;10;Cajetilla
3510296;JOCKEY ORIGINAL RED 200G;14.95;1;Bote
3510315;DAVIDOFF ROYALTY;17.20;5;Lata
3510555;VEGAFINA NICARAGUA GRAN VULCANO (10);65.00;1;Caja
3510576;VEGAFINA 1998 VF46 (10);63.00;1;Caja
3510588;AMERICAN SPIRIT ORIGINAL ORANGE 30GR;6.90;5;Bolsa
3510612;DAVIDOFF W.CH LE 2022 PERFECT (10);243.00;1;Caja
3510624;PANTER POCKET FILTER SWIRL RED (10);2.20;10;Caja
3510625;PANTER POCKET FILTER SWIRL BRONZE (10);2.20;10;Caja
3510626;SIGNATURE FINOS FILTER BEIGE (20);4.40;5;Caja
3510631;WEST FC LOTE;80.00;1;Unidad
3510633;LA ESTRELLA POLAR ROTHSCHILD 20;55.00;1;Caja
3510638;JPS FRESH KS BOX (20);5.50;10;Cajetilla
3510659;ALLURE TABAC  (40);9.60;6;Cajetilla
3510695;SHISHA KARTEL PLATA O PLOMO 50G TPD F;4.95;10;Caja
3510696;SHISHA KARTEL CAPO DEI CAPI 50G TPD F;4.95;10;Caja
3510706;JOCKEY ORIGINAL RED 100G;7.60;2;Lata
3510708;FAIRGREEN MIXED 2 X 5 DIS;55.00;1;Unidad
3510721;JOSE L. PIEDRA CAZADORES (12)TPD;26.40;1;Caja
3510723;JOSE L. PIEDRA CONSERVAS(12) TPD;26.40;1;Caja
3510729;SAN PEDRO D MACORIS ECUAD PERLA 20 WB ES;69.00;1;Caja
3510730;SAN PEDRO D MACORIS ECUA ROBUST 20 WB ES;81.00;1;Caja
3510744;ADALYA CHWNG WATERLOO 50G A;3.85;10;Caja
3510745;ADALYA APPGRADE 50G A;3.85;10;Caja
3510746;ADALYA BLUE LYCH 50G A;3.85;10;Caja
3510765;HANDELSGOLD BLOND CIGARRITOS 5 TPD;1.20;10;Estuche
3510766;HANDELSGOLD CLASSIC CIGARRITOS 5 TPD;1.20;10;Estuche
3510767;LEON JIMENES PRESTIGE ROBUSTO TUB 10;72.00;1;Caja
3510768;LEON JIMENES CONNECTICUT ROBUSTO (25);142.50;1;Caja
3510772;LUCKY STRIKE TWIST (20);5.60;10;Cajetilla
3510831;REIG PLATINUM FILTER (10) SUP;3.30;10;Estuche
3510832;REIG PLATINUM FILTER (4) SUP;1.40;10;Estuche
3511097;DENIM CRYSTAL PURPLE FILTER CIGAR 17 TPD;2.50;10;Estuche
3511098;DENIM ARCTIC BLUE FILTER CIGAR (17) SUP;2.50;10;Estuche
3511099;DENIM FROZEN GREEN FILTER CIGA17 TPD SUP;2.50;10;Estuche
3511106;MANITOU NATIVO DISPLAY;96.00;1;Unidad
3511107;HORIZON BLOND 40 GR;8.90;10;Bolsa
3511114;L&B BLUE FUSION (20);6.75;10;Cajetilla
3511115;RICHMOND SUPERKINGS GREEN FILTER;7.15;10;Cajetilla
3511126;AUSTIN RED 22 (22);5.10;8;Cajetilla
3511127;DUCAL RED 22 (22);5.10;8;Cajetilla
3511194;KASTEELHEER (10);2.40;10;Estuche
3511195;KEOPS ORIGINAL BLEND 100G;7.60;1;Lata
3511210;MACANUDO INSPIRADO LIMITED ED 2022 (10);100.00;1;Caja
3511216;HORIZON CRAFTED 30G;6.80;10;Bolsa
3511229;NEWS SELECTION;5.75;10;Cajetilla
3511231;LA AURORA 107 NICARAGUA BELICOSO (20);159.00;1;Caja
3511232;LA AURORA PURO VINTAGE 2008 (8);118.40;1;Caja
3511233;LEON JIMENES CONNECTICUT N 5 (25);112.50;1;Caja
3511284;HOOKAIN VIRGIN BATLUVA 50 G TPD;4.80;6;Bote
3511285;LUCKY STRIKE RED XL 40S;10.50;5;Cajetilla
3511287;PALMERITOS CORONAS (25);15.00;1;Caja
3511288;PALMERITOS CORONAS (10);6.00;1;Caja
3511340;EASTENDERS ORIGINAL BLEND 20G;1.50;10;Bolsa
3511341;EASTENDERS ORIGINAL BLEND 100G;7.90;1;Bote
3511378;CLUBMASTER MINI RED 300 DISPLAY TPD;90.00;1;Unidad
3511379;MISSISIPI  BROWN BOLSA 100 G;7.70;4;Bolsa
3511380;ALLURE GLACIER (40);9.60;6;Cajetilla
3511385;EASTWOOD ORIGINAL BLEND 30 G;2.50;1;Lata
3511391;DJANGO DIABLO 30G TT;6.20;5;Bolsa
3511392;DJANGO BLUE 30G TT;6.20;5;Bolsa
3511420;CASA DE GARCIA SUMATRA WIDE SHORT 10;16.00;1;Estuche
3511502;CAO AMAZON BASIN AGED 18 WB ES;126.00;1;Caja
3511519;APACHE HB BLUE (20);4.50;10;Cajetilla
3511542;FORTUNA ORIGINAL 24;6.15;8;Cajetilla
3511558;SAN PEDRO D MACORIS BRAZIL PERL 20 WB ES;69.00;1;Caja
3511559;SAN PEDRO D MACORIS BRAZ ROBUST 20 WB ES;81.00;1;Caja
3511643;CONVICTO CORONAS (10);6.00;1;Estuche
3511644;CONVICTO CORONAS (25);15.00;1;Estuche
3511645;CONVICTO CORONAS CELOFAN (25);15.00;1;Estuche
3511646;CONVICTO MINIS (10);2.65;1;Estuche
3511647;CONVICTO TUBOS (25);30.00;1;Caja
3511748;ST. LOUIS BLUES YELLOW FILTER (10) SUP;2.90;5;Estuche
3511749;ST. LOUIS BLUES RED FILTER (10) SUP;2.90;10;Estuche
3511751;NEWS&CO ROUGE 21S LIMITED EDITION (21);4.85;10;Cajetilla
3511778;CHRONOS NOCTIS TOBACCO 50 GR;3.95;10;Caja
3511779;CHRONOS ONE SECOND TOBACCO 50 GR;3.95;10;Caja
3511780;CHRONOS KAIROS TOBACCO 50 GR;3.95;10;Caja
3511781;CHRONOS PAUSE TOBACCO 50 GR;3.95;10;Caja
3511782;CHRONOS OCCASUM TOBACCO 50 GR;3.95;10;Caja
3511783;ALOHA LOS LOCOS 50 GR;3.30;5;Caja
3511784;HATER TOBACCO CHEATER 50 GR;3.50;10;Caja
3511785;HATER TOBACCO FAN BOY 50 GR;3.50;10;Caja
3511786;HATER TOBACCO WTF 50 GR;3.50;10;Caja
3511787;HATER TOBACCO NOOB 50 GR;3.50;10;Caja
3511788;ALOHA AMERICAN 50 GR;3.30;5;Caja
3511789;ALOHA MAVERICK 50 GR;3.30;5;Caja
3511790;ALOHA PACIFIC 50 GR;3.30;5;Caja
3511791;ALOHA SPLASH 50 GR;3.30;5;Caja
3511792;HATER RAT BOY 50 GR;3.50;10;Caja
3511799;EXO BLUE 10;2.40;10;Caja
3511801;EXO FILTER 10;2.40;10;Caja
3511803;EXO RED FILTER 10;2.40;10;Caja
3511839;SHISHA KARTEL SEXY SHEBA 50G TPD F;4.95;10;Caja
3511840;SHISHA KARTEL HAPPY HOUND 50G TPD F;4.95;10;Caja
3511842;SHISHA KARTEL BIG BAGMAN 50G TPD F;4.95;10;Caja
3511849;FLOR DE FILIPINAS ROBUSTO 10 TPD;7.00;1;Caja
3511850;FLOR DE FILIPINAS CORONAS 10;6.50;1;Caja
3511851;FLOR DE FILIPINAS SEÑORITA 10 TPD;6.00;1;Caja
3511885;CLUBMASTER SUPERIOR FILTER RED (20) SUP;5.90;10;Lata
3511911;MANITOU NATIVO NO.5 BLUE 30G TT;5.90;5;Bolsa
3511912;MANITOU NATIVO NO.8 RED 30G TT;5.90;5;Bolsa
3511913;BULLBRAND NEGRO EXTRA 30 G TT;5.80;5;Bolsa
3511964;VERAMIA 30G;6.05;10;Bolsa
3511965;CAO GOLD ROBUSTO 20 WB ES;128.00;1;Caja
3511966;CAO GOLD MADURO ROBUSTO 20 WB ES;136.00;1;Caja
3511969;AMIGOS POCKET RED FILTER AB 20;2.80;10;Caja
3511970;SHISHA KARTEL CAPO DEI CAPI 200G TPD F;17.95;1;Caja
3511972;SHISHA KARTEL SEXY SHEBA 200G TPD F;17.95;1;Caja
3511974;SHISHA KARTEL PLATA O PLOMO 200G TPD;17.95;1;Caja
3511975;SHISHA KARTEL CAPO DEI CAPI 950G TPD F;59.90;1;Bote
3511990;HANDELSGOLD WHITE (5);1.20;10;Estuche
3511991;HANDELSGOLD BROWN (5);1.20;10;Estuche
3512138;HATER TOBACCO SHOOTER 50 GR;3.50;10;Caja
3512162;WEST 46G;10.30;3;Bote
3512178;SIGNATURE SILHOUETTE BEIGE FLT 10;2.90;10;Estuche
3512179;SIGNATURE SILHOUETTE GREEN FLT 10;2.90;10;Estuche
3512189;CAO CAMEROON PERFECTO 20 WB ES;110.00;1;Caja
3512212;HORIZON VIRGINIA DARK GREEN 30 G;6.20;10;Bolsa
3512214;MACANUDO YEAR OF THE RABBIT 10 ES;150.00;1;Caja
3512222;LA TRIBU EXCLUSIVE MIXTURE 20 GR;1.70;10;Bolsa
3512228;LA TRIBU EXCLUSIVE MIXTURE 50 GR;3.90;1;Bote
3512229;LA TRIBU EXCLUSIVE MIXTURE 100 GR;7.60;3;Bote
3512232;MADEMOISELLE LA ROSE SSL;4.60;10;Cajetilla
3512233;MADEMOISELLE LA BLEUE SSL;4.60;10;Cajetilla
3512234;VILLIGER N7 (20);20.00;3;Estuche
