codigo;descripcion;precio;unidades;um
25428;COHIBA WHITE CLUB 20 PW;19.00;5;Caja
25444;JPS AMERICAN BLEND BLUE STREAM 24;6.70;8;Cajetilla
25476;AMIGOS POCKET RED 10 PW;1.60;10;Estuche
2548;PHILIP MORRIS FILTER KING;6.10;10;Cajetilla
25500;ROLL´S AB EXCLUSIVE RED 20 PW;3.30;10;Estuche
25501;ROLL´S AB EXCLUSIVE WHITE 20 PW;3.30;10;Estuche
25507;JPS VIRGINIA BLUE 100'S;7.15;10;Cajetilla
25526;DAVIDOFF MAST ED 2013 (10) CHT PW;135.20;1;Caja
25527;DAVIDOFF P. D'ORO GORDITOS 25 PW;175.50;1;Caja
25528;DAVIDOFF P. D'ORO GORDITOS 4 PW;28.08;1;Estuche
25648;MIRO ROBUSTO 20 PW;90.00;1;Caja
25649;MIRO SHORT ROBUSTO 15 PW;59.25;1;Caja
25650;MIRO MINI TORPEDO 15 PW;45.00;1;Caja
25658;CUSANO CORONA 16  PW;52.80;1;Caja
25659;CUSANO PETIT PANETELA 16 PW;41.60;1;Caja
25661;CUSANO FIGURADO 16 PW;41.60;1;Caja
25662;CUSANO ROBUSTO 16 PW;57.60;1;Caja
25663;CUSANO CHURCHILL 16 PW;62.40;1;Caja
25668;CUSANO CORONA 4  PW;10.00;1;Estuche
25671;CUSANO FIGURADO 4 PW;10.00;1;Estuche
25675;CUSANO PETIT CORONA 4 PW;8.80;1;Estuche
2570;DUCADOS AZUL/BLANCO DURO;6.20;10;Cajetilla
25707;MONTECRISTO DOUBLE EDMUNDO (3) PW;77.40;1;Estuche
25708;MONTECRISTO DOUBLE EDMUNDO 25 PW;645.00;1;Caja
25709;MONTECRISTO DOUBLE EDMUNDO 10 PW;258.00;1;Caja
25718;MONTE NEGRO CORONITAS 25 PW;8.50;1;Caja
25725;AL CAPONE ORIGINAL FILTER (18);4.70;10;Caja
25747;WEST ROJO 100 (20);5.00;10;Cajetilla
25797;CASA DE GARCIA ROBUSTOS (10)PW;16.00;1;Caja
25798;CASA DE GARCIA SHORT ROBUSTO 10 PW;14.00;1;Caja
25808;PUEBLO BLUE 30 G PW;7.10;10;Bolsa
25820;MONTECRISTO PETIT N.2 (25) PW;457.50;1;Caja
25821;MONTECRISTO PETIT N.2  (10)  PW;183.00;1;Caja
25825;VEGUEROS ENTRETIEMPOS (4)  PW;29.60;1;Caja
25826;VEGUEROS MAÑANITAS (4)  PW;21.60;1;Caja
25827;VEGUEROS TAPADOS (4)  PW;23.60;1;Caja
2588;REX CIGARRITOS            (20);4.50;10;Estuche
2589;REX CIGARRITOS  FILTRO   (20);4.50;10;Estuche
25927;MARLBORO RED TUB&ROLL 30 G PW;7.10;10;Bolsa
25929;MARLBORO GOLD ORIG TUB&ROLL 30G PW;7.10;10;Bolsa
2595;DAVIDOFF GRAND CRU N 2 NL(5);86.00;1;Estuche
25959;CHESTERFIELD CIGARRITOS 20´S;4.50;10;Estuche
25961;DAVIDOFF NICARAGUA TORO (4);87.60;1;Estuche
25963;DAVIDOFF NICARAGUA ROBUSTO T 4 PW;79.20;1;Estuche
2601;DAVIDOFF GRAND CRU N.5 NL (5);62.50;1;Estuche
2602;DAVIDOFF GRAND CRU N.5 NL(25);312.50;1;Caja
2604;DAVIDOFF Nº2 TUBOS NL   (4);59.20;1;Estuche
2610;FARIAS SUPERIORES (5);9.50;10;Estuche
2611;ENTREFINOS CORTADOS (10);5.50;10;Estuche
26140;JOCKEY GREEN FILT CIG 17 CELO PW;2.40;10;Caja
26146;REDFIELD 350 G PW;67.50;1;Bote
26166;TOSCANELLO BIANCO (5);4.90;10;Estuche
26173;COLTS YELLOW 40 G PW;3.60;5;Bolsa
26174;COLTS DUTCH BLEND 40 G PW;3.60;5;Bolsa
2619;VEGAFINA MINI (20);5.90;5;Estuche
2621;ROTHMANS RED;6.90;10;Cajetilla
2628;FARIAS MINI (20);5.50;10;Estuche
2632;FARIAS CHICOS (10);6.10;10;Estuche
26337;MONTE NEGRO CORSARIO 10 PW;2.90;10;Estuche
26338;HOLGER DANSKE ORIGINAL TOBACCO 40G;3.90;5;Bolsa
26339;NEWS (50 G);11.90;5;Lata
2634;ALBATROS TUBULAR.         (20);34.00;1;Caja
26340;NEWS (250 G);55.50;1;Bote
2637;MARLBORO RED 100'S;6.00;10;Cajetilla
2638;MARLBORO GOLD 100'S;6.00;10;Cajetilla
26384;AL CAPONE SUN FILTER (10);2.70;10;Estuche
26401;FORTUNA 180 C LIAR/ENTUBAR 90 G;21.10;1;Bolsa
26414;JPS 120 C LIAR/ENTUBAR 60 G;14.30;3;Lata
26425;MAC BAREN 7 SEAS BRIGHT BL 40 G PW;3.60;5;Bolsa
26449;H.MONTERREY HOYO SAN JUAN 10 PW;248.00;1;Caja
26450;H.MONTERREY HOYO SAN JUAN T 3 PW;76.50;1;Estuche
26455;F.T.PARTAGAS SERIE D N.6  20 PW;250.00;1;Caja
26456;F.T.PARTAGAS SERIE D N.6  5 PW;62.50;1;Caja
26458;QUINTERO PETIT QUINTEROS 25 PW;57.50;1;Caja
26466;ROM Y JUL CEDROS DE LUXE 10 PW;238.00;1;Caja
26472;TRINIDAD VIGIA  12 PW;636.00;1;Caja
26473;VEGUEROS ENTRETIEMPOS 16  PW;118.40;1;Caja
26474;VEGUEROS MAÑANITAS 16  PW;86.40;1;Caja
26475;VEGUEROS TAPADOS 16 PW;94.40;1;Caja
26491;AUSTIN RED 100´S;4.75;10;Cajetilla
26532;CAO OSA LOT 50 (25) PW;152.50;1;Caja
26533;CAO OSA LOT 54 (25) PW;165.00;1;Caja
26534;CAO OSA LOT 58 (25) PW;177.50;1;Caja
26535;SIGNATURE FINOS FILTER RED 10;2.50;10;Lata
26536;SIGNATURE FINOS FILTER BLUE 10 PW;2.50;10;Lata
2656;VEGAFINA CLASSIC CORONA (25);113.75;1;Caja
2657;VEGAFINA CORONITAS (25);106.25;1;Caja
2659;VEGAFINA PROMINENTES      (25);208.75;1;Caja
2660;VEGAFINA ROBUSTOS         (25);142.50;1;Caja
26609;CAMEL ESSENTIAL FILTERS;6.00;10;Cajetilla
26610;CAMEL ESSENTIAL BLUE;6.00;10;Cajetilla
26626;SIGNATURE FINOS BEIGE 20 PW;5.10;5;Lata
26647;ROTHMANS OF LONDON 100´S;5.10;10;Cajetilla
26656;ROLL´S WHITE (17);2.70;10;Estuche
26657;BRANIFF A B CAPA NATURAL 17 PW;2.70;10;Estuche
26658;BRANIFF NEGRO F CAPA NATURAL17 PW;2.70;10;Estuche
26694;PARTAGAS SERIE CLUB 20 PW F;13.20;5;Caja
26697;PARTAGAS SERIE MINI 20 PW F;10.70;5;Caja
26699;JOCKEY RED XL CIGAR 10 SP;1.70;10;Caja
26704;BLACK DEVIL PINK;4.90;10;Cajetilla
26727;MACANUDO INSPIRADO P.PIRAMID20 PW;106.00;1;Caja
26779;HERENCIA PALMERA BREVAS 5 PW;2.35;10;Estuche
26780;HERENCIA PALMERA SEÑORITA 5 PW;1.85;10;Estuche
26782;NEWMINSTER 20 PW;2.80;10;Estuche
26796;MIRO TOROS 20 PW;80.00;1;Caja
26797;MIRO GORDOS 20 PW;90.00;1;Caja
26798;MIRO PERLAS 24 PW;52.80;1;Caja
26802;DAVIDOFF NICARAGUA PRIMEROS 6 PW;30.00;5;Estuche
26803;DAVIDOFF NICA. PRIM. MADURO 6 PW;30.00;5;Estuche
26804;DAVIDOFF PRIMEROS MADURO 6 PW;30.00;5;Estuche
26805;DAVIDOFF ANIVERSARIO N.3  (10);260.00;1;Caja
26809;VEGAFINA NICARAGUA G. TORO 25 PW;165.00;1;Caja
26810;VEGAFINA NICARAGUA ROBUSTO (25);142.50;1;Caja
26811;VEGAFINA NICARAGUA SHORT 25;85.00;1;Caja
26812;VEGAFINA NICARAGUA SHORT 4 PW;13.60;5;Caja
26834;PUEBLO ORANGE;5.15;10;Cajetilla
26866;L&M FIRST CUT;5.55;10;Cajetilla
26920;BREAK NEGRO 17 PW;2.30;10;Caja
26951;MCCHRYSTAL'S ORIG&GEN SNUFF GLACIER 4 G;1.00;12;Lata
26952;MCCHRYSTAL'S OR&GEN SNUFF SUNSET 4 G;1.00;12;Lata
2701;MAKLA IFRIKIA            (20G);1.85;10;Lata
27019;BURTON ORIGINAL 100;4.70;10;Cajetilla
27051;MISSISIPI 70 G PW;5.75;4;Lata
27052;OLSEN 80 G PW;5.60;4;Lata
27106;DAVIDOFF NICARAGUA ROBUSTO TUBO 12 PW;237.60;1;Caja
27137;MONTE NEGRO ROBUSTO MAZO 25 PW;47.50;1;Caja
27191;MANITOU VIRGINIA GOLD 50 GR  PW;9.70;4;Lata
27207;JOCKEY NEGRO XL CIGAR 10;1.70;10;Caja
27254;D.TOMAS BUNDLES PET. CORONA 10 PW;21.50;1;Estuche
27255;D.TOMAS BUNDLES ROBUSTO 10 PW;22.50;1;Estuche
27256;D.TOMAS BUNDLES ROTHSCHILD 10 PW;22.00;1;Estuche
27257;D.TOMAS BUNDLES TORO 10 PW;23.00;1;Estuche
27310;BROOKFIELD Nº 2 (50 G) PW;5.00;5;Bolsa
27317;MONTE NEGRO ESPECIALES MAZO 25 PW;45.00;1;Estuche
27318;MONTE NEGRO TORPEDO MAZO 25 PW;50.00;1;Estuche
2735;MAYFAIR KING SIZE;7.40;10;Cajetilla
27362;HAMPTON PIPE'S TOBACCO 60 G PW;5.35;1;Lata
27363;H.MONTERREY HOYO SAN JUAN 25;620.00;1;Caja
27516;DUCADOS RUBIO 83G;19.85;1;Bolsa
27530;PALL MALL RED CAPA NATURAL (18);3.50;10;Caja
27531;COLONIALES BY FARIAS 25;25.00;1;Caja
27534;BROOKFIELD Nº 1 (200 G) PW;18.30;1;Lata
27551;REIG XS 15 PW;4.30;10;Estuche
27554;LA AURORA 107 CORONA (21);112.14;1;Caja
27555;LA AURORA 107 MADURO ROBUSTO21;115.50;1;Caja
27557;LA AURORA 107 GRAN (21);152.25;1;Caja
27582;PRINCIPES LF MADURO TORO (12);27.00;1;Estuche
27584;PRINCIPES LF MADURO S.SH.ROB12;19.20;1;Estuche
27586;PRINCIPES LF MADURO ROBUSTO 12;22.20;1;Estuche
27587;PRINCIPES LF CLARO ROBUSTO 12;33.60;1;Estuche
27589;PRINCIPES LF CLARO TORO 12;34.20;1;Estuche
27594;AL FAKHER GREEN VELVET (50G);4.70;10;Caja
27597;AL FAKHER WHITE PODS (50 G);4.70;10;Caja
27627;LA AURORA 1495 S.SH.ROBUSTO 10;51.00;1;Caja
27630;WINSTON BLUE 20S;5.85;10;Cajetilla
27677;LA AURORA 1495 S.SH.ROBUSTO 25;175.00;1;Caja
27712;PRINCIPES LF CLARO S.SH.ROBU25;61.25;1;Caja
27713;PRINCIPES LF MADURO S.SH.ROBU25;40.00;1;Caja
27719;PRINCIPES LF CLARO TORO (25);71.25;1;Caja
27721;PRINCIPES LF CLARO ROBUSTO(25);70.00;1;Caja
27723;PRINCIPES CORONAS BLOND 25;23.75;1;Caja
27724;PRINCIPES CORONAS BROWN 25;23.75;1;Caja
27725;PRINCIPES CORONAS ORIGINAL 25;23.75;1;Caja
27732;PRINCIPES CORONAS ORIGINAL (5);4.75;6;Caja
27733;PRINCIPES CORONAS BLOND (5);4.75;6;Caja
27734;PRINCIPES CORONAS BROWN (5);4.75;6;Caja
27762;FERNANDO LEON FR BELICOSO (20);120.00;1;Caja
27764;LA AURORA 1495 15 MINUTES BREAK DISP(5);15.25;4;Caja
27765;PRINCIPES CORONAS ORIGINAL (55);52.25;1;Caja
27780;PRINCIPES CHICOS ORIGINAL(6X5);4.00;6;Caja
27781;PRINCIPES CHICOS BROWN 6X5;4.00;6;Caja
27782;PRINCIPES CHICOS BLOND 6X5;4.00;6;Caja
27792;PETERSON OLD DUBLIN 50 G;11.80;1;Lata
27795;PETERSON SHERLOCK HOLMES 50 G;12.30;1;Lata
27835;LA AURORA 107 LANCERO (21);73.50;1;Caja
27849;LA AURORA 107 BELICOSO (21);145.95;1;Caja
27851;LA AURORA 1495 BME ROBUST BRZ25;135.00;1;Caja
27860;LA AURORA 107 HUM  S E TORO30 (PVP ENVAS;130.00;1;Caja
27861;CAMACHO CONNECTICUT CORONA 20 PW;100.00;1;Caja
27864;CAMACHO CONNECTICUT ROBUSTO 20 PW;164.00;1;Caja
27865;CAMACHO CONNECTI ROBUSTO T 10 PW;82.50;1;Caja
27867;CAMACHO COROJO CORONA 20 PW;100.00;1;Caja
27869;CAMACHO CRIOLLO CORONA 20 PW;100.00;1;Caja
27870;CAMACHO CRIOLLO ROBUSTO 20 PW;160.00;1;Caja
27871;CAMACHO CRIOLLO ROBUSTO TUB 10 PW;75.00;1;Caja
27872;CAMACHO ROBUSTO TUB DISPEN 15 PW;138.00;1;Caja
27893;CLUBMASTER MINI RED 5 TPD;1.50;20;Estuche
27894;CANDLELIGHT CLUB SUMATRA 10;2.50;10;Caja
27895;CANDLELIGHT CLUB HAVANA FILLER 10;2.50;10;Caja
27899;BIG BEN 25 G PW;1.95;10;Bolsa
28047;COLTS ORIGINAL 70 G;6.20;1;Bote
28176;NOBEL 23;6.40;8;Cajetilla
28193;FLOR DE FILIPINAS CORONITAS 25 PW;16.25;1;Caja
28194;FLOR DE FILIPINAS CORONAS 25 PW;16.25;1;Caja
28201;MOON HABANA TABAC DE PIPA 100 G;8.30;3;Lata
28280;MIRO GOLD SERIES 3 TOROS;11.85;3;Estuche
2831;BENSON & HEDGES GOLD;7.90;10;Cajetilla
28324;BARLOVENTO VIUDITA 10 PW;14.00;1;Caja
28325;BARLOVENTO ROBUSTO 10 PW;17.00;1;Caja
28326;BARLOVENTO CORONA 10 PW;16.00;1;Caja
28328;D.TOMAS CLASICO GRUESO 10 PW;53.00;1;Caja
28329;D.TOMAS CLASICO COLOSAL 10 PW;58.50;1;Caja
28344;MANITOU VIRGINIA SKY;5.00;10;Cajetilla
28362;MONTECRISTO MEDIAS CORONAS 25 PW;197.50;1;Caja
28372;ROYALE CASINO 10 ASES PW;2.30;10;Estuche
2841;L&M BLUE LABEL DURO;5.85;10;Cajetilla
28456;DAVIDOFF NICARAGUA DIADEMA 12 PW;279.60;1;Caja
28467;FERNANDO LEON FR CORONA GORDA 20 PW;112.00;1;Caja
28468;FERNANDO LEON FR FOUNDER CH.20 PW;110.00;1;Caja
28469;FERNANDO LEON FR GRAN TORO 20 PW;124.00;1;Caja
28471;FERNANDO LEON FR ROBUSTO 20 PW;116.00;1;Caja
28498;MANITOU VIRGINIA GOLD 30 GR;5.90;5;Bolsa
28499;CANDLELIGHT CORONA SUMATRA 25 PW;15.00;3;Lata
28508;DAVIDOFF WINSTON CH BELICOSO 4 PW;30.00;5;Lata
28509;DAVIDOFF WINSTON CH P. PANETELA 5 PW;35.00;5;Lata
2851;ROM Y JUL ROMEO N.2 TUBO (25);300.00;1;Caja
2852;ROM Y JUL ROMEO N.3 (25);232.50;1;Caja
28521;LUCKY STRIKE ENTUBAR 84 G;19.90;1;Bolsa
28527;BULLBRAND NEGRO DURO;4.80;10;Cajetilla
28528;MANITOU VIRGINIA SKY 30 G;5.90;5;Bolsa
28529;TRINIDAD VIGIA T (3) PW;165.00;1;Caja
28532;BARSDORF`S BEST. ORIG. BLEND 40 G PW;3.50;3;Bote
28538;CAMACHO TRIP MADURO ROBUSTO 20 PW;200.00;1;Caja
28540;SIGNATURE FILTER & BROWN 8;2.00;10;Caja
28542;LUCKY STRIKE TAB. VOLUMEN 53G;12.00;4;Lata
28598;DAVIDOFF ESCURIO GRAN TORO 4 PW;82.80;1;Estuche
28599;DAVIDOFF ESCURIO P. ROBUSTO 4 PW;43.20;1;Estuche
28600;DAVIDOFF ESCURIO ROBUSTO TUB 4 PW;68.80;1;Estuche
28601;DAVIDOFF ESCURIO P. ROBUSTO 14 PW;151.20;1;Caja
28603;DAVIDOFF ESCURIO GRAN TORO 12 PW;170.40;1;Caja
28658;LUCKY STRIKE COMPACT AMBER;5.60;10;Cajetilla
28682;ELIXYR 24 RED;5.75;8;Cajetilla
2872;DAVIDOFF CLASSIC;6.40;10;Cajetilla
2873;DAVIDOFF GOLD;6.40;10;Cajetilla
28735;BREAK ORIGINAL 17;2.90;10;Caja
28736;BREAK BLUE 17 PW;2.90;10;Caja
28737;EASTWOOD ORIGINAL BLEND 20 G;1.80;10;Bolsa
2876;ENTREFINOS MINI (20);5.00;10;Estuche
2884;MARLBORO RED DURO;6.25;10;Cajetilla
2885;MARLBORO RED BLANDO;6.25;10;Cajetilla
2886;MARLBORO GOLD DURO;6.25;10;Cajetilla
2891;TRINIDAD FUNDADORES       (24);1608.00;1;Caja
28942;MIRO CAPA NEGRA LONSDALE 20;60.00;1;Caja
28943;MIRO CAPA NEGRA MOMENTOS 20;64.00;1;Caja
28944;MIRO CAPA NEGRA TOROS 20;100.00;1;Caja
28959;BULLBRAND AB XL CIGAR 10;1.70;10;Caja
28960;BULLBRAND NEGRO XL CIGAR 10;1.70;10;Caja
28974;MACANUDO INSPIRADO MAREVAS 20 PW;92.00;1;Caja
29010;CAO OSA LOT T (25) PW;100.00;1;Caja
29012;LA AURORA 1903 EDF TREASURE 6 BOX;123.00;1;Caja
29013;GUANTANAMERA PURITOS (5)  PWF;3.75;10;Caja
29023;CUSANO SHORT ROBUSTO ND 16 PW;41.60;1;Caja
29025;CAMACHO ECUADOR TORO 20 PW;120.00;1;Caja
29032;VILLIGER GREEN MINI FILTER 20 PW;5.00;5;Estuche
29033;VILLIGER GOLD MINI FILTER 20 PW;4.50;5;Estuche
2905;MAC BAREN ORIGINAL CHOICE(40G);7.80;5;Bolsa
29053;BRIGG ORIGINAL 50 G LATA;3.60;1;Lata
29086;CLUBMASTER MINI BROWN 20 PW;4.70;10;Lata
29114;CAMACHO COROJO MACHITOS 6 PW;18.00;5;Estuche
29117;CAMACHO CRIOLLO MACHITOS 6 PW;18.00;5;Estuche
29119;AMIGOS AUTHENTIC 20 PW;4.60;10;Estuche
29121;ROLL´S EXCLUSIVE NEGRO 20 PW;3.30;10;Estuche
29173;CUSANO CONNECTICUT CORONA 16  PW;57.60;1;Caja
29177;LUCKY STRIKE XL TAB. VOL. 88 G;20.40;3;Lata
29198;MONTECRISTO PETIT N.2 T (3) PW;57.00;1;Estuche
29208;VEGAFINA NICARAGUA MINUTOS 8 PW;17.20;5;Lata
29210;ROTHMANS OF LONDON DS;5.40;10;Cajetilla
29221;CANDLELIGHT CORONA HAVANA FI25 PW;15.00;3;Lata
29281;BULLBRAND NEGRO 30 G;5.90;5;Bolsa
29282;MANITOU VIRGINIA FINE GREEN 30 G;6.50;5;Bolsa
29283;MANITOU VIRGINIA PINK 30 G;5.90;5;Bolsa
29284;MANITOU VIRGINIA GREEN 30 G;6.50;5;Bolsa
29300;AMSTERDAMER FINE CUT 30G;6.20;5;Bolsa
29301;AMSTERDAMER VIRGINIA BLEND 30 G;6.20;5;Bolsa
29311;WEST CIGARRITOS 17;3.10;10;Estuche
29314;H.MONTERREY EPICURE N.1 T (3) PW;65.70;1;Estuche
29401;BARSDORF`S BEST. ORI. BLEND 20 G PW;1.70;5;Bolsa
29402;BARSDORF`S BEST. BRIGHT VIRG 20 G PW;1.40;5;Bolsa
29425;GUAJIRO TARAJALES (50) PW;16.50;1;Estuche
29426;GUAJIRO CORTADOS (50) PW;13.50;1;Estuche
29441;MAC BAREN 7 SEAS ORIG BLEND 20 G PW;2.00;5;Bolsa
29443;SCAFERLATI CAPORAL 40 G;7.80;5;Bolsa
29444;ROYALE CASINO 5 ASES PW;1.10;10;Estuche
29457;VEGAFINA NICARAGUA ROBUSTO TUBE (20);126.00;1;Caja
29511;CUBERO ORIGINAL 10 PW;2.10;10;Caja
29513;CUBERO MINI RED FILTER 10 TPD;1.85;10;Caja
29520;DAVIDOFF NICARAGUA ROBUSTO BOX 12PRESSED;225.60;1;Caja
29521;DAVIDOFF NICARAGUA TORO BOX (4) PRESSED;51.00;1;Estuche
29522;DAVIDOFF NICARAGUA TORO BOX 12 PRESSED;157.20;1;Caja
29536;BIG BEN CLASSIC MIXTURE 100 G PW;7.00;1;Lata
29545;CROSSROAD RYO GOLD 30 G TPD;6.60;5;Bolsa
29546;CROSSROAD RYO ORIGINAL 30 G TPD;6.60;5;Bolsa
29547;CROSSROAD RYO VIRGINIA 30 G TPD;6.60;5;Bolsa
29553;BIG BEN CLASSIC GREEN 25 G PW;2.00;10;Bolsa
29557;PARTAGAS SERIE PURITOS 5 PW F;7.75;10;Caja
29593;BAKERSTREET 104 (50 G);3.80;6;Lata
29595;MONTE NEGRO BUCANEROS MINI 10 PW;2.00;10;Estuche
29613;BRANIFF NEGRO FILTRO 100 (17) PW;2.90;10;Estuche
29614;BRANIFF A B FILTER 100 (17) PW;2.90;10;Estuche
29644;LUCKY STRIKE RED 100´S;5.35;10;Cajetilla
29707;MONTE NEGRO SUBLIMES 2 (24) PW;60.00;1;Caja
29708;HAMPTON 20 G;1.70;10;Bolsa
29709;HAMPTON 30 G;2.65;10;Bolsa
29929;PUEBLO BLUE 100 G;23.60;1;Lata
29963;DAVIDOFF CHEFS EDITION 10;210.00;1;Caja
29969;NEOS MINI RED 20 TPD;5.00;10;Caja
29996;D.TOMAS NICARAGUA LINDOS 25 PW;92.50;1;Caja
29997;D.TOMAS NICARAGUA TORO 10 PW;53.00;1;Caja
30109;LA AURORA 1495 ROBUSTO GB 20;155.00;1;Caja
30187;D.TOMAS NICARAGUA ROTHSCHILD25;101.25;1;Caja
30197;LUCKY STRIKE LIAR Y ENTUBAR 30 G;6.80;10;Bolsa
30198;LUCKY STRIKE PARA LIAR 30 G;7.00;6;Bolsa
30218;FLANDRIA ENGLISH VIRGINIA 30 G TPD;6.20;10;Bolsa
30219;FLANDRIA NEGRO 30 G TPD;6.20;10;Bolsa
30220;FLANDRIA SAUVAGE 30 G TPD;6.20;10;Bolsa
30221;FLANDRIA VIRGINIA 30 G TPD;6.20;10;Bolsa
30222;FLANDRIA WILD 30 G TPD;6.20;10;Bolsa
30234;CHESTERFIELD CIG TOBACCO 30 G;7.10;10;Bolsa
30271;DAVIDOFF ESCURIO CORONA GORDA 4;68.80;1;Estuche
30272;DAVIDOFF ESCURIO CORONA GORDA 12 PW;146.40;1;Caja
30274;DAVIDOFF ESCURIO G. PERFECTO 12 PW;238.80;1;Caja
30275;DAVIDOFF ESCURIO PRIMEROS 6 PW;30.00;5;Lata
30285;CAO PILON ROBUSTO EXTRA 20 PW;134.00;1;Caja
30359;L&B BLUE KS;7.15;10;Cajetilla
3036;NEOS PACIFIC (10);3.20;10;Caja
3038;BROOKFIELD Nº 4 (50 G);5.00;5;Bolsa
30449;MAYA ORIGINAL (30 G) IP;5.65;10;Bolsa
30483;DOMINGO CELESTE 30 G TPD;7.00;10;Bolsa
30541;STERLING DUAL TPD;7.20;10;Cajetilla
30667;SIGNATURE FILTER RED 10 PW;3.10;10;Caja
30693;R&W AUT TOB CLASSIC 30G PAPEL TPD;6.20;5;Bolsa
30695;R&W AUT TOB ORIG GREEN 30 G PAPEL TPD;6.30;5;Bolsa
30696;DOMINGO NEGRO 30 G TPD;7.00;10;Bolsa
30699;ELIXYR + M-TYPE 100'S;5.10;10;Cajetilla
30723;WEST 30 G;6.90;10;Bolsa
30724;DUCADOS RUBIO POUCH 30G;6.90;10;Bolsa
30725;FORTUNA 30 G;7.10;10;Bolsa
30726;GOLDEN VIRGINIA 30 G;6.80;10;Bolsa
30744;CAO PILON CHURCHILL 20 PW;148.00;1;Caja
30765;DAVIDOFF YAMASA P. CHURCHILL (4);55.20;1;Estuche
30766;DAVIDOFF YAMASA P. CHURCHILL (14);193.20;1;Caja
30767;DAVIDOFF YAMASA ROBUSTO (4);82.40;1;Estuche
30768;DAVIDOFF YAMASA ROBUSTO (12);247.20;1;Caja
30769;DAVIDOFF YAMASA TORO (4);96.40;1;Estuche
30770;DAVIDOFF YAMASA TORO (12);268.80;1;Estuche
30771;CAMACHO ECUADOR ROBUSTO TUBOS (20);184.00;1;Caja
30786;LOBO AMERICAN BLEND FILTRO 20;2.75;10;Estuche
30815;FLOR DE FILIPINAS PALMEROS 25 TPD;15.00;1;Caja
30825;CASA DE GARCIA MAGNUM (10) PW;19.50;1;Estuche
30826;NEWS 500 G;110.00;1;Bote
30830;COHIBA SHORT 10 PW F;16.50;10;Caja
30907;WINSTON PICADURA LIAR 30 G TPD;7.10;10;Bolsa
30910;CAMEL PICADURA LIAR 30 GR TPD;7.10;10;Bolsa
30911;VEGAFINA CLASSIC PERLA ECOBAG 10;26.00;5;Estuche
30916;CUSANO MADURO TORO 16 PW;63.20;1;Caja
30919;CUSANO NICARAGUA CORONA 16 PW;57.60;1;Caja
30952;ROTHMANS OF LONDON CIGARRITOS 18;3.50;10;Caja
30954;DAVIDOFF ARGENTINA PIPE TOB 50 G;10.50;5;Bolsa
30955;DAVIDOFF BRAZIL PIPE TOB 50 G;10.50;5;Bolsa
30956;DAVIDOFF MALAWI PIPE TOB 50 G;10.50;5;Bolsa
30959;H. UPMANN MAGNUM 54 (10)  PW;205.00;1;Caja
30960;H. UPMANN MAGNUM 54 (25)  PW;512.50;1;Caja
3097;JOSE L. PIEDRA CAZADORES   (5);11.00;5;Estuche
3099;JOSE L. PIEDRA CONSERVAS   (5);11.00;5;Estuche
31000;KING BLUE 100'S;4.70;10;Cajetilla
31001;KING BLUE;4.60;10;Cajetilla
31002;KING RED 100'S;4.70;10;Cajetilla
31003;KING RED;4.60;10;Cajetilla
31008;WINSTON PICADURA LIAR/ENTUB 30G;6.90;5;Lata
3109;VEGAFINA CLASSIC PIRAMIDES (25);200.00;1;Caja
31103;CAMACHO AM BARREL GORDO 20 PW;242.00;1;Caja
31104;CAMACHO AM BARREL ROBUSTO T 20 PW;212.00;1;Caja
31105;CAMACHO AM BARREL TORO 20 PW;226.00;1;Caja
31109;AVO SYNCRO NICARAGUA TORO 4 PW;33.20;1;Estuche
31110;AVO SYNCRO NICARAGUA ROBUSTO 4 PW;27.60;1;Estuche
31111;AVO SYNCRO NICARAGUA ROBUSTO 20 PW;152.00;1;Caja
31112;AVO SYNCRO NICARAGUA TORO 20 PW;166.00;1;Caja
31113;AVO SYNCRO NICAR. SHOR ROBUSTO 20 PW;150.00;1;Caja
31271;VEGAFINA CLASSIC ROBUSTO TUBO (20);126.00;1;Caja
31272;DAVIDOFF GRAND CRU ROBUSTO 25 PW;472.50;1;Caja
31273;DAVIDOFF GRAND CRU TORO 25 PW;572.50;1;Caja
31274;DAVIDOFF SIGNATURE P. CORONA 25 PW;196.25;1;Caja
31276;DAVIDOFF GRAND CRU TORO (4) PW;91.60;1;Estuche
31277;DAVIDOFF GRAND CRU ROBUSTO 4 PW;75.60;1;Estuche
31278;DAVIDOFF SIGNATURE TORO (4) PW;79.60;1;Estuche
31281;PUNCH PUNCH 48  (10) PW;209.00;1;Caja
31299;AMSTERDAMER ORIGINAL BLEND 20 G TPD;2.10;10;Bolsa
31300;AL FAKHER BIG BLUE(50G);4.70;10;Caja
31302;AL FAKHER BIG BLUE GREEN (50G);4.70;10;Caja
31304;AMSTERDAMER BRIGHT BLEND 20 G TPD;2.10;10;Bolsa
31418;CAO PILON TORO 20 PW;146.00;1;Caja
31421;AL CAPONE SUN FILTER (18);4.70;10;Caja
31432;EASTWOOD VIRGINIA BLEND 20 G TPD;1.80;10;Bolsa
31443;MAKLA BOUHLEL BENTCHIKOU 30 G TPD;1.40;10;Bolsa
31445;MAKLA EL KANTARA 20 G TPD;1.60;10;Lata
31456;WEST RED COMPACT;5.40;10;Cajetilla
31457;WEST BLUE COMPACT;5.40;10;Cajetilla
31477;CLUBMASTER SUP. FILT RED 10 TPD;2.50;10;Estuche
31482;MOON HABANA TABAC DE PIPA 70 G TPD;5.90;3;Lata
